"Seniūnijos pav.","Gatvės pavadinimas","Pastatų numeriai","Komentarai"
"Verkių","Visorių Sodų g.",,
"Verkių","Visorių Sodų 1-oji g.",,
"Verkių","Visorių Sodų 2-oji g.",,
"Verkių","Visorių Sodų 3-oji g.",,
"Verkių","Visorių Sodų 4-oji g.",,
"Verkių","Visorių Sodų 5-oji g.",,
"Verkių","Visorių Sodų 6-oji g.",,
"Verkių","Visorių Sodų 7-oji g.",,
"Verkių","Visorių Sodų 8-oji g.",,
"Verkių","Visorių Sodų 9-oji g.",,
"Verkių","Visorių Sodų 10-oji g.",,
"Verkių","Visorių Sodų 11-oji g.",,
"Verkių","Visorių Sodų 12-oji g.",,
"Verkių","Visorių Sodų 13-oji g.",,
"Verkių","Visorių Sodų 14-oji g.",,
"Verkių","Visorių Sodų 15-oji g.",,
"Verkių","Visorių Sodų 18-oji g.",,
"Verkių","Visorių Sodų 19-oji g.",,
"Verkių","Visorių Sodų 20-oji g.",,
"Verkių","Visorių Sodų 21-oji g.",,
"Verkių","Visorių Sodų 22-oji g.",,
"Verkių","Visorių Sodų 23-oji g.",,
"Verkių","Vyskupo Andriaus g.",,
"Verkių","Zebedeno g.",,
"Verkių","Žalčių g.",,
"Verkių","Žaliųjų Ežerų g.",,
"Verkių","Želmenų g. ",,
"Verkių","Žemėpačio g.",,
"Verkių","Žemuogių g. ",,
"Verkių","Žilvino g.",,
"Vilkpėdės","Živinbudo g.",,
"Vilkpėdės","Žynių g.",,
"Vilkpėdės","M. K. Čiurlionio g.",,
"Vilkpėdės","Elektrinės  g.",,
"Vilkpėdės","Eglių g.",,
"Vilkpėdės","Eigulių g.","2- 6, 6B, 3-27",
"Vilkpėdės","Gerosios Vilties g.",,
"Vilkpėdės","Geležinio Vilko g.",,
"Vilkpėdės","Giedrioji g.",,
"Vilkpėdės","Giraitės g.","8, 9, 10",
"Vilkpėdės","Jankiškių g.","24-34, 34B ",
"Vilkpėdės","Klevų g.","1, 2",
"Vilkpėdės","S. Konarskio g.",,
"Vilkpėdės","Laisvės pr. g.","57-9999",
"Vilkpėdės","Liepsnos g.",,
"Vilkpėdės","Naugarduko g.","57-9999, 62-10000",
"Vilkpėdės","Pakalniškių g.","2-10000",
"Vilkpėdės","Panerių g.","1-9999, 2-64, 74-10000",
"Vilkpėdės","V. Pietario g.",,
"Vilkpėdės","Riovonių g.",,
"Vilkpėdės","Sausupio g.","19-221, 32-262",
"Vilkpėdės","Skroblų g.",,
"Vilkpėdės","Savanorių pr.","8-12, 1-19",
"Vilkpėdės","Šaltupio g.","1-9999, 2-54, 58, 70-10000",
"Vilkpėdės","Titnago g.",,
"Vilkpėdės","Ūmėdžių g.","2-60, 1-59, 63-9999, 64-10000",
"Vilkpėdės","Vandentiekio g.","15, 17, 21, 25, 28, 32, 40, 42A, 48",
"Vilkpėdės","Vaduvos g.",,
"Vilkpėdės","Valkininkų g.","1-9999",
"Vilkpėdės","Vilkpėdės g.","1-9999",
"Vilkpėdės","Zietelos g.",,
"Vilkpėdės","Žemaitės g.",,
"Viršuliškių","Šlaito g.","3-11, 4-10",
"Viršuliškių","Tūkstantmečio g.","43A, 43B, 43C, 43D, 43E,  45A, 45B, 53, 58, 60, 62",
"Viršuliškių","J. Matulaičio a. ",28,
"Viršuliškių","Laisvės pr. ","6-10, 11, 11A, 12-28, 28A, 13-23, 23A, 25-29, 30, 31, 32A, 33, 33A, 34, 36, 40, 35-41, 41A, 42, 49, 49A, 51-59, 59A, 61-75, 75A, 75B, 77-95, 95A, 95B, 97, 97A, 99, 101",
"Viršuliškių","Sudervės kelias ","48-78, 80, 79-83, 83A, 85-89, 90, 91, 92, 93, 97A",
"Viršuliškių","Viršuliškių g. ","11, 13",
"Viršuliškių","Viršuliškių skg. ","12, 14, 14A, 14B, 27-33, 33A, 35, 37, 37A, 39-79",
"Viršuliškių","Viršilų g. ","2, 3-23, 23A, 25-29",
"Viršuliškių","Justiniškių g. ","1-9, 9A, 11-19",
"Viršuliškių","Tujų g. ",3,
"Viršuliškių","Ozo g. ","5, 7, 9 ",
"Viršuliškių","Č. Sugiharos g. ",,
"Viršuliškių","Ąžuolyno g. ",,
"Viršuliškių","Pilaitės pr. ","2, 6, 10",
"Viršuliškių","Pilaitės g. ",,
"Žirmūnų","Rygos g. ",,
"Žirmūnų","T. Narbuto g. ",,
"Žirmūnų","K. Ladygos g. ","1, 16-20A, 17-49, 26-36",
"Žirmūnų"," S. Žukausko g.","1-3, 4-4B",
"Žirmūnų","Žygio g.   ",,
"Žirmūnų","J. Kubiliaus g. ","1-3, 2-4.",
"Žirmūnų"," J. Galvydžio g.  ","1-5, 5A, 7,  9, 13-25, 25B, 14-30, 30A, 37-47",
"Žirmūnų","V. Nagevičiaus g. ","2-12A, 3-5, 7-35",
"Žirmūnų","Verkių g.  ","85-153",
"Žirmūnų","Apkasų g. ",,
"Žirmūnų","Kalvarijų g. ","1-9999",
"Žirmūnų","Kazliškių g. ",,
"Žirmūnų"," Lakūnų g.  ","1-9, 2-8, 8C, 10-36, 11-17, 38-56",
"Žirmūnų","P. Lukšio g. ",,
"Žirmūnų","Minties g. ","3, 7-31, 33-53 ",
"Žirmūnų","Raitininkų g. ","30-42, 42A, 21D",
"Žirmūnų","Rinktinės g.","27-39, 72-82A",
"Žirmūnų","Šeimyniškių g. ","1-7, 7A, 2-26, 28, 9-41, 30-36, 36A, 38-40, 44-66",
"Žirmūnų","Trimitų g.  ","1-11,6 ,12, 16-18",
"Žirmūnų","Tuskulėnų g. ","93-101",
"Žirmūnų","Kareivių g. ","4-32, 32D, 32-54, 1-49, 51-87, 56-86, 88-106,112-136, 129-139, 139A, 141-147, 149",
"Žirmūnų","Žalgirio g.","2-10000",
"Žirmūnų","Žirmūnų g.  ",,
"Žirmūnų","Žvalgų g.",,
"Žirmūnų","Olimpiečių g.",,
"Žirmūnų","Sporto g. ",,
"Žirmūnų"," Neries g.",,
"Žirmūnų","I. Katkaus g.  ",,
"Žirmūnų"," J. Treinio g. ",,
"Žvėryno","Ulonų g.",,
"Žvėryno","Manto g.",,
"Žvėryno","Bebrų g.",,
"Žvėryno","Birutės g.",,
"Žvėryno","Blindžių g.",,
"Žvėryno","Elnių g.",,
"Žvėryno","Gervių g.",,
"Žvėryno","Gulbių g.",,
"Žvėryno","Karaimų g.",,
"Žvėryno","Kęstučio g.",,
"Žvėryno","J. I. Kraševskio g.",,
"Žvėryno","Traidenio g.",,
"Žvėryno","Latgalių g.",,
"Žvėryno","Latvių g.",,
"Žvėryno","Lenktoji g.",,
"Žvėryno","Liepynų g.",,
"Žvėryno","Liubarto  g.",,
"Žvėryno","Lokių  g.",,
"Žvėryno","Lūšių  g.",,
"Žvėryno","Malonioji  g.",,
"Žvėryno","A. Mickevičiaus  g.",,
"Žvėryno","Miglos g.","2-10000, 23-53, 53A, ",
"Žvėryno","S. Moniuškos g.",,
"Žvėryno","Paribio g. ",,
"Žvėryno","D. Poškos g. ",,
"Žvėryno","Pušų g. ",,
"Žvėryno","Sakalų g. ",,
"Žvėryno","Saltoniškių",,
"Žvėryno","Sėlių g. ",,
"Žvėryno","Studentų g. ",,
"Žvėryno","Stirnų g. ",,
"Žvėryno","Stumbrų g.  ","120-128",
"Žvėryno","Treniotos g. ",,
"Žvėryno","Ukmergės g. ",,
"Žvėryno","Vykinto g. ",,
"Žvėryno","Vytauto g. ",,
"Žvėryno","Žalioji g. ","18A",
"Žvėryno","Žemgalių g. ","2, 21",
"Žvėryno","Geležinio vilko  g. ",,
"Žvėryno","Upės  g. ",,
"Žvėryno","T. Narbuto  g. ",,
"Žvėryno","Pieninės g. ",,
