full_name,institution_name,institution_id,institution_type,email,contact_info
Daiva Agafanovienė,Anykščių savivaldybė Anykščių seniūnija Ažuožerių,2241,5,azubib@gmail.com.,
Diana Šermukšnienė,Anykščių savivaldybė Anykščių seniūnija Naujųjų Elmininkų,2242,5,Diana.sermuksniene2@vipt.lt,
Fortūna Rukšienė,Anykščių savivaldybė Anykščių seniūnija Burbiškių,2243,5,Fortuna.ruksiene2@vipt.lt,
Aldona Navikienė,Anykščių savivaldybė Anykščių seniūnija Rubikių,2244,5,,
Jolita Kontrimavičienė,Anykščių savivaldybė Anykščių seniūnija Šlavėnų,2245,5,,
Dalia Laskauskienė,Anykščių savivaldybė Anykščių seniūnija Senųjų Elmininkų,2246,5,,
Rita Juzėnienė,Anykščių savivaldybė Anykščių seniūnija Piktagalių,2247,5,,
Nijolė Kačkuvienė,Anykščių savivaldybė Anykščių seniūnija Niūronių,2248,5,,
Rasa Bobinienė,Birštono savivaldybė Birštono seniūnija Birštono Vienkiemio,2249,5,,
Algimantas Revuckas,Birštono savivaldybė Birštono seniūnija Nemajūnų,2250,5,,
Marius Girgždys,Birštono savivaldybė Birštono seniūnija Siponių,2251,5,,
Jolanta Mizgerienė,Birštono savivaldybė Birštono seniūnija Puzonių,2252,5,,
Gintaras Dabrišius,Birštono savivaldybė Birštono seniūnija Škėvonių,2253,5,,
Leonas Vytautas Barutis,Birštono savivaldybė Birštono seniūnija Birštono m. I-sios,2254,5,,
Irena Padriezienė,Birštono savivaldybė Birštono seniūnija Birštono m. II-sios,2255,5,,
Algimantas Paulauskas,Mažeikių rajono savivaldybė Mažeikių seniūnija Merkelio Račkausko,2256,5,,
Giedrius Šidlauskas,Mažeikių rajono savivaldybė Mažeikių seniūnija Senamiesčio,2257,5,giedrius.sidlauskas@takas.lt,
Alvydas Petrikas,Mažeikių rajono savivaldybė Mažeikių seniūnija Kęstučio,2258,5,pasaka@kli.lt,
Pranas Platakis,Mažeikių rajono savivaldybė Mažeikių seniūnija Gabijos,2259,5,pranas.platakis@gmail.com,
Dalia Varkalienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Žemaitijos,2260,5,daliavarkaliene@yahoo.com,
Brigita Momgaudienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Reivyčių,2261,5,dkregzdute@mazeikiai.lt,
Ingrida Vertelienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Pavasario,2262,5,ingridaverteliene@gmail.com,
Danutė Mockienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Naftininkų,2263,5,liutas32@gmail.com,
Virginija Valko,Mažeikių rajono savivaldybė Mažeikių seniūnija Pavenčių,2264,5,virginija.valko6@gmail.com,
Reda Žilinskienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Sodų,2265,5,reda.zilinskiene@gmail.com,
Elena Rakštienė,Mažeikių rajono savivaldybė Mažeikių seniūnija Kalnėnų,2266,5,elena.rakstiene@gmail.com,
Vytautas Švelnys,Mažeikių rajono savivaldybė Mažeikių seniūnija Ventos,2267,5,,
Ramutė Vorobejienė,Mažeikių rajono savivaldybė Sedos seniūnija Rytų,2268,5,vaistineseda@gmail.com,
Danutė Jonauskienė,Mažeikių rajono savivaldybė Sedos seniūnija Pietų,2269,5,odrenator@gmail.com,
Vita Vilkienė,Mažeikių rajono savivaldybė Sedos seniūnija Šiaurės,2270,5,,
Irena Srėbalienė,Mažeikių rajono savivaldybė Sedos seniūnija Dagių,2271,5,irena.srebaliene@gmail.com,
Juozas Ilskis,Mažeikių rajono savivaldybė Sedos seniūnija Renavo,2272,5,,
Zina Lukošienė,Mažeikių rajono savivaldybė Sedos seniūnija Dvaro,2273,5,,
Darius Rubežius,Mažeikių rajono savivaldybė Sedos seniūnija Pagardės,2274,5,,
Jolanta Stanienė,Mažeikių rajono savivaldybė Sedos seniūnija Užežerės,2275,5,jolsta42@gmail.com,
Vita Domarkienė,Mažeikių rajono savivaldybė Sedos seniūnija Nausodės,2276,5,seeeedaaa@gmail.com,
Astra Stonkuvienė,Mažeikių rajono savivaldybė Sedos seniūnija Kalnijų,2277,5,astrastonkuviene@yahoo.com,
Vilma Beržinienė,Mažeikių rajono savivaldybė Viekšnių seniūnija Viekšnių,2278,5,vilma.berziniene@gmail.com,
Stanislava Gadonienė,Mažeikių rajono savivaldybė Viekšnių seniūnija Pakalupio,2279,5,sgadoniene@gmail.com,
Algis Lipnius,Mažeikių rajono savivaldybė Viekšnių seniūnija Gyvolių,2280,5,info@granterma.lt,
Alma Jarmontavičienė,Mažeikių rajono savivaldybė Viekšnių seniūnija Kapėnų,2281,5,kapenu@gmail.com,
Darius Buknys,Mažeikių rajono savivaldybė Viekšnių seniūnija Palnosų,2282,5,budinks@gmail.com,
Birutė Jonkuvienė,Mažeikių rajono savivaldybė Viekšnių seniūnija Užventės,2283,5,b.jonkuviene@gmail.com,
Ingrida Braziulienė,Mažeikių rajono savivaldybė Laižuvos seniūnija Auksodės,2284,5,ingridabraziuliene@gmail.com,
Darius Būta,Mažeikių rajono savivaldybė Laižuvos seniūnija Purplių,2285,5,,
Andžela Bruverienė,Mažeikių rajono savivaldybė Laižuvos seniūnija Antano Vienažindžio,2286,5,andzeee@gmail.com,
Diana Baranovienė,Mažeikių rajono savivaldybė Laižuvos seniūnija Vadaksties,2287,5,diana.baranoviene@gmail.com,
Silva Bulauskienė,Mažeikių rajono savivaldybė Mažeikių apylinkės seniūnija Purvėnų,2290,5,bavlis@gmail.com,
Kęstutis Mažonas,Mažeikių rajono savivaldybė Reivyčių seniūnija Buknaičių,2291,5,kestasxxxl@gmail.com,
Vidmantas Savickis,Mažeikių rajono savivaldybė Reivyčių seniūnija Leckavos,2292,5,vidassav@gmail.com,
Irena Kiburienė,Mažeikių rajono savivaldybė Reivyčių seniūnija Reivyčių,2293,5,irana.kiburiene@gmail.com,
Zita Zubovienė,Mažeikių rajono savivaldybė Reivyčių seniūnija Urvikių,2294,5,ukc@info.lt,
Vida Gustienė,Mažeikių rajono savivaldybė Šerkšnėnų seniūnija Šerkšnėnų,2295,5,vida.sakytė@gmail.com,
Janina Budrikienė,Mažeikių rajono savivaldybė Šerkšnėnų seniūnija Žemalės,2296,5,,
Vaida Butkienė,Mažeikių rajono savivaldybė Šerkšnėnų seniūnija Rubikų,2297,5,vvvaidelė@gmail.com,
Edvardas Mineikis,Mažeikių rajono savivaldybė Šerkšnėnų seniūnija Plinkšių,2298,5,,
Vaidas Balsys,Mažeikių rajono savivaldybė Tirkšlių seniūnija Balėnų,2299,5,,
Vytautas Norbutas,Mažeikių rajono savivaldybė Tirkšlių seniūnija Tirkšlių,2300,5,vnorbutas@ya.ru,
Jurgis Kazbaris,Mažeikių rajono savivaldybė Tirkšlių seniūnija Užlieknės,2301,5,uzlieknesbend@gmail.com,
Steponas Šetkauskis,Mažeikių rajono savivaldybė Tirkšlių seniūnija Voverių,2302,5,akvastep@gmail.com,
Dalia Perminienė,Mažeikių rajono savivaldybė Židikų seniūnija Židikų,2303,5,dalia.perminiene@gmail.com,
Gitana Pocevičienė,Mažeikių rajono savivaldybė Židikų seniūnija Ukrinų,2304,5,asgitana@one.lt,
Saulius Kniukšta,Mažeikių rajono savivaldybė Židikų seniūnija Pikelių,2305,5,sauniuks@one.lt,
Raimondas Rozga,Mažeikių rajono savivaldybė Židikų seniūnija Račalių,2306,5,raimondas.rozga@gmail.com,
Jadvyga Jagminienė,Mažeikių rajono savivaldybė Židikų seniūnija Lūšės,2307,5,,
Mykolas Veršelis,Molėtų rajono savivaldybė Alantos seniūnija Alantos,2308,5,,
Danutė Rakauskienė,Molėtų rajono savivaldybė Alantos seniūnija Klabinių,2309,5,,
Liongina Lasienė,Molėtų rajono savivaldybė Alantos seniūnija Naujasodžio,2310,5,,
Danutė Gelažanskienė,Molėtų rajono savivaldybė Alantos seniūnija Runionių,2311,5,,
Ernestas Žalalis,Molėtų rajono savivaldybė Alantos seniūnija Svobiškio,2312,5,,
Jūratė Pileckienė,Molėtų rajono savivaldybė Balninkų seniūnija Balninkų,2313,5,,
Giedrius Tručinskas,Molėtų rajono savivaldybė Balninkų seniūnija Girsteitiškio,2314,5,,
Aurena Širvinskienė,Molėtų rajono savivaldybė Balninkų seniūnija Dapkūniškių,2315,5,,
Algis Pivoras,Molėtų rajono savivaldybė Čiulėnų seniūnija Juodėnų,2316,5,,
Valdemaras Chorostinas,Molėtų rajono savivaldybė Čiulėnų seniūnija Levaniškių,2317,5,,
Leonardas Laurinavičius,Molėtų rajono savivaldybė Čiulėnų seniūnija Purvėnų,2318,5,,
Sigita Kalinauskienė,Molėtų rajono savivaldybė Čiulėnų seniūnija Šeštokiškių,2319,5,s.kalinauskiene@gmail.com,
Jolanta Čiutienė,Molėtų rajono savivaldybė Čiulėnų seniūnija Toliejų,2320,5,joolantai@gmail.com,
Rasa Bužinskienė,Molėtų rajono savivaldybė Dubingių seniūnija Bijutiškio,2321,5,,
Juozas Lukša,Molėtų rajono savivaldybė Dubingių seniūnija Dubingių,2322,5,,
Antanas Tiurkevičius,Molėtų rajono savivaldybė Dubingių seniūnija Miežonių,2323,5,,
Janina Lukoševičienė,Molėtų rajono savivaldybė Inturkės seniūnija Gališkių,2328,5,,
Danutė Vaškevičienė,Molėtų rajono savivaldybė Inturkės seniūnija Inturkės,2329,5,,
Virginija Ilgevičienė,Molėtų rajono savivaldybė Inturkės seniūnija Miežonių,2330,5,,
Juozas Paškevičius,Molėtų rajono savivaldybė Inturkės seniūnija Pagaluonės,2331,5,,
Irena Filipavičienė,Molėtų rajono savivaldybė Inturkės seniūnija Ūtos,2332,5,,
Marijona Kanavina,Molėtų rajono savivaldybė Joniškio seniūnija Arnionių,2333,5,,
Rimantas Zaremba,Molėtų rajono savivaldybė Joniškio seniūnija Joniškio,2334,5,,
Danguolė Mateikienė,Molėtų rajono savivaldybė Joniškio seniūnija Žydavainių,2335,5,,
Daiva Marcinkevičienė,Molėtų rajono savivaldybė Joniškio seniūnija Žaugėdų,2336,5,,
Valentinas Budrys,Molėtų rajono savivaldybė Luokesos seniūnija Ažubalių,2337,5,,
Rimvydas Kazlas,Molėtų rajono savivaldybė Luokesos seniūnija Kanapelkos,2338,5,rimvydas.kazlas@ldb.lt,
Vilė Žalienė,Molėtų rajono savivaldybė Luokesos seniūnija Kijėlių,2339,5,,
Germanas Slavinskas,Molėtų rajono savivaldybė Luokesos seniūnija Leliūnų,2340,5,,
Marytė Ivickienė,Molėtų rajono savivaldybė Luokesos seniūnija Luokesos,2341,5,,
Kazys Umbrasas,Molėtų rajono savivaldybė Luokesos seniūnija Žiūrų,2342,5,,
Nijolė Petrauskienė,Molėtų rajono savivaldybė Mindūnų seniūnija Mindūnų,2343,5,,
Albertas Kaminskas,Molėtų rajono savivaldybė Mindūnų seniūnija Juočių,2344,5,,
Juozas Umbrasas,Molėtų rajono savivaldybė Mindūnų seniūnija Stirnių,2345,5,,
Kristina Grigutienė,Molėtų rajono savivaldybė Suginčių seniūnija Sidabrinių,2346,5,,
Rita Varatinskienė,Molėtų rajono savivaldybė Suginčių seniūnija Skudutiškio,2347,5,,
Zina Karalienė,Molėtų rajono savivaldybė Suginčių seniūnija Suginčių I,2348,5,,
Regina Padvariškienė,Molėtų rajono savivaldybė Suginčių seniūnija Suginčių II,2349,5,,
Valė Gabrilavičienė,Molėtų rajono savivaldybė Suginčių seniūnija Verbiškių,2350,5,,
Vytautas Minkštimas,Molėtų rajono savivaldybė Videniškių seniūnija Varniškių-Kuršiškių,2351,5,,
Nijolė Bačiulienė,Molėtų rajono savivaldybė Videniškių seniūnija Videniškių I,2352,5,,
Dalia Miltenienė,Molėtų rajono savivaldybė Videniškių seniūnija Videniškių II,2353,5,,
Jonas Rekašius,Rietavo savivaldybė Tverų seniūnija Tverų,2354,5,,
Genina Aponavičienė,Rietavo savivaldybė Tverų seniūnija Lopaičių,2355,5,,
Vanda Šimkevičienė,Rietavo savivaldybė Tverų seniūnija Tauravo,2356,5,,
Jovita Diliautienė,Rietavo savivaldybė Tverų seniūnija Taukolydžių,2357,5,,
Valentina Juknienė,Rietavo savivaldybė Tverų seniūnija Rešketėnų,2358,5,,
Edita Mačiulskienė,Rietavo savivaldybė Tverų seniūnija Pajomančio,2359,5,,
Robertas Monstavičius,Rietavo savivaldybė Tverų seniūnija Užpelių,2360,5,,
Violeta Bytautienė,Rietavo savivaldybė Tverų seniūnija Šiuraičių,2361,5,,
Juozas Juodis,Šakių savivaldybė Barzdų seniūnija Barzdų,2362,5,,
Sigitas Davičikas,Šakių savivaldybė Barzdų seniūnija Baltrušių,2363,5,,
Ramūnas Glazeris,Šakių savivaldybė Barzdų seniūnija Buktiškių,2364,5,,
Ingrida Dereškevičienė,Šakių savivaldybė Barzdų seniūnija Žilių,2365,5,,
Regimantas Patašius,Šakių savivaldybė Gelgaudiškio seniūnija Mokyklos,2366,5,regimantas@vitresa.lt,
Antanas Kriščiūnas,Šakių savivaldybė Gelgaudiškio seniūnija Skaistakaimio,2369,5,,
Vytautas Legota,Šakių savivaldybė Griškabūdžio seniūnija Degutinės,2370,5,"vytasleg@gmail,com",
Valdas Sinkevičius,Šakių savivaldybė Griškabūdžio seniūnija Bliuviškių,2371,5,,
Jonas Janušaitis,Šakių savivaldybė Griškabūdžio seniūnija Patašinės,2372,5,,
Edita Kaminskienė,Šakių savivaldybė Griškabūdžio seniūnija Paluobių,2373,5,,
Rolandas Baltrušaitis,Šakių savivaldybė Griškabūdžio seniūnija Griškabūdžio,2374,5,baltrusaitis.rolandas@gmail.com,
Jonas Dervaitis,Šakių savivaldybė Kidulių seniūnija Bunikių,2375,5,,
Julius Stakė,Šakių savivaldybė Kidulių seniūnija Voverių,2376,5,,
Vida Zaronskienė,Šakių savivaldybė Kidulių seniūnija Valenčiūnų,2377,5,,
Vytautas Jurkšas,Šakių savivaldybė Kidulių seniūnija Žygėnų,2378,5,,
Vitas Šventoraitis,Šakių savivaldybė Kidulių seniūnija Kaimelio,2379,5,,
Asta Rimavičienė,Šakių savivaldybė Kidulių seniūnija Kidulių,2380,5,,
Vytautas Mačaitis,Šakių savivaldybė Kidulių seniūnija Judrių,2381,5,,
Petras Petkūnas,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Panovių,2382,5,,
Rita Dumbliauskienė,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Novos,2383,5,,
Sigitas Gudiškis,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Būblelių - Kubilėlių,2384,5,,
Asta Inkratienė,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Tarpučių,2385,5,,
Vidmantas Račkauskas,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Baltkalnio,2386,5,,
Vaidas Bagdonavičius,Šakių savivaldybė Kudirkos Naumiesčio seniūnija Centro,2387,5,,
Vygintas Kuras,Šakių savivaldybė Kudirkos Naumiesčio seniūnija J. Bagdono,2388,5,,
Zita Jurgutienė,Šakių savivaldybė Kriūkų seniūnija Joginiškių,2389,5,zita.nemunas@gmail.com,
Gražina Adomaitienė,Šakių savivaldybė Kriūkų seniūnija Paežerėlių,2390,5,grazinaad@gmail.com,
Gintautas Patašius,Šakių savivaldybė Kriūkų seniūnija Žemosios Panemunės,2391,5,Gintautas.patasius@gmail.com,
Antanas Čebanauskas,Šakių savivaldybė Kriūkų seniūnija Gerdžiūnų,2392,5,antanas.cebanauskas@gmail.com,
Silvija Morkeliūnaitė,Šakių savivaldybė Kriūkų seniūnija Žeimio,2393,5,saidita@mail.lt,
Loreta Balsienė,Šakių savivaldybė Kriūkų seniūnija Ilguvos,2394,5,roletina@one.lt,
Saulina Kučiauskienė,Šakių savivaldybė Lekėčių seniūnija Mikytų,2395,5,saujute2@inbonx.lt,
Rasa Adomaitienė,Šakių savivaldybė Lekėčių seniūnija Lekėčių,2396,5,snipiene@gmail.com,
Indrė Matulaitienė,Šakių savivaldybė Lekėčių seniūnija Jančių,2397,5,windrux@gmail.com,
Daiva Bukšnienė,Šakių savivaldybė Lukšių seniūnija Ežero,2398,5,zypliu_dvaras@yahoo.com,
Robertas Valaitis,Šakių savivaldybė Lukšių seniūnija Siesarties,2399,5,robkavl@gmail.com,
Regimantas Pavalkis,Šakių savivaldybė Lukšių seniūnija Lepšių,2400,5,,
Vytautas Miščikas,Šakių savivaldybė Lukšių seniūnija Plynių,2401,5,,
Arvydas Rudzevičius,Šakių savivaldybė Lukšių seniūnija Gerdžių,2405,5,,
Neringa Pilypaitienė,Šakių savivaldybė Plokščių seniūnija Plokščių,2406,5,,
Rimutė Karalienė,Šakių savivaldybė Plokščių seniūnija Kubilių,2407,5,,
Renata Bastienė,Šakių savivaldybė Plokščių seniūnija Voniškių,2408,5,,
Vaidutė Cikanavičienė,Šakių savivaldybė Sintautų seniūnija Sintautų,2409,5,,
Juozas Ragelis,Šakių savivaldybė Sintautų seniūnija Griebčių,2410,5,,
Romas Milius,Šakių savivaldybė Sintautų seniūnija Beržynų,2411,5,,
Antanas Jasaitis,Šakių savivaldybė Sintautų seniūnija Pentos,2412,5,,
Birutė Ūsienė,Šakių savivaldybė Sintautų seniūnija Užsienių,2413,5,,
Nijolė Kazimiera Kuncaitienė,Šakių savivaldybė Sintautų seniūnija Užpjaunių,2414,5,,
Jolita Valavičienė,Šakių savivaldybė Slavikų seniūnija Slavikų,2415,5,jolit_janusaityte@yahoo.de,
Reda Romikaitienė,Šakių savivaldybė Slavikų seniūnija Juodupėnų,2416,5,,
Donatas Tautkevičius,Šakių savivaldybė Slavikų seniūnija Žiūrių - Šilininkų,2417,5,donatastaut@gmail.com,
Ona Momotiukienė,Šakių savivaldybė Slavikų seniūnija Šilgalių,2418,5,,
Vidmantas Brazaitis,Šakių savivaldybė Sudargo seniūnija Sudargo,2419,5,,
Asta Gutauskienė,Šakių savivaldybė Sudargo seniūnija Pervazninkų,2420,5,,
Loreta Bacevičienė,Šakių savivaldybė Sudargo seniūnija Rociškių,2421,5,,
Nida Martinkaitienė,Šakių savivaldybė Šakių seniūnija Centro,2422,5,,
Ivanas Šimelevičius,Šakių savivaldybė Šakių seniūnija Žalgirio,2423,5,,
Vytautas Andriulevičius,Šakių savivaldybė Šakių seniūnija V. Kudirkos,2424,5,,
Algis Ramanauskas,Šakių savivaldybė Šakių seniūnija Striūpų,2425,5,,
Benas Liepuonius,Šakių savivaldybė Šakių seniūnija Giedručių,2426,5,,
Laimutė Juškienė,Šakių savivaldybė Šakių seniūnija Duobiškių – Gotlybiškių,2427,5,,
Vytautas Švedas,Šakių savivaldybė Šakių seniūnija Išdagų – Naudžių - Valakbūdžio,2428,5,,
Jonas Sakalauskas,Šakių savivaldybė Šakių seniūnija Girėnų,2429,5,,
Gintaras Kriaučiūnas,Šakių savivaldybė Šakių seniūnija Bridžių,2430,5,,
Artūras Endriukaitis,Šakių savivaldybė Šakių seniūnija Valiulių,2431,5,,
Simanas Aušiūra,Šakių savivaldybė Šakių seniūnija Prūselių – Plieniškių - Ritinių,2432,5,,
Genovaitė Milkerienė,Šakių savivaldybė Šakių seniūnija Briedžių – Bizierių – Prancų - Švarplių,2433,5,,
Benas Rimkūnas,Šakių savivaldybė Šakių seniūnija Bažinyčios,2434,5,,
Vladas Ratkevičius,Šakių savivaldybė Šakių seniūnija Papartynų,2435,5,,
Regimantas Pečkys,Šakių savivaldybė Žvirgždaičių seniūnija Janukiškių,2436,5,,
Gražina Plyčiuvaitienė,Šakių savivaldybė Žvirgždaičių seniūnija Žvirgždaičių,2437,5,,
Genovaitė Intienė,Skuodo rajono savivaldybė Aleksandrijos seniūnija Gėsalų,2438,5,genovaite.intiene@gmail.com,
Janina Taujenienė,Skuodo rajono savivaldybė Aleksandrijos seniūnija Aleksandrijos,2439,5,adomas.tau@hotmail.com,
Vaclovas Mitkus,Skuodo rajono savivaldybė Aleksandrijos seniūnija Klauseikių -Truikinų,2440,5,,
Ina Juozulynienė,Skuodo rajono savivaldybė Aleksandrijos seniūnija Apuolės,2442,5,inajuoz@inbox.lt,
Romas Petreikis,Skuodo rajono savivaldybė Barstyčių seniūnija Pietryčių,2443,5,jovita.petreikiene@gmail.com,
Genovaitė Ibianskienė,Skuodo rajono savivaldybė Barstyčių seniūnija 3-ioji,2444,5,ibgenute@gmail.com,
Danutė Beržanskienė,Skuodo rajono savivaldybė Barstyčių seniūnija Šiaurinė,2445,5,,
Janina Dobravolskienė,Skuodo rajono savivaldybė Ylakių seniūnija Augzelių,2446,5,ylakiaidob@gmail.com,
Genovaitė Žumbienė,Skuodo rajono savivaldybė Ylakių seniūnija Ylakių kaimų,2447,5,genovaitezumbiene@gmail.com,
Zigmas Lengvenis,Skuodo rajono savivaldybė Ylakių seniūnija Ylakių mstl.,2448,5,,
Ramunė Šiudeikienė,Skuodo rajono savivaldybė Ylakių seniūnija Nausėdų,2449,5,,
Juozapas Staškus,Skuodo rajono savivaldybė Ylakių seniūnija Pašilės,2450,5,,
Stasys Genutis,Skuodo rajono savivaldybė Ylakių seniūnija Vižančių,2451,5,,
Barbora Butkienė,Skuodo rajono savivaldybė Lenkimų seniūnija Lenkimų,2452,5,barbut104@gmail.com,
Marytė Einienė,Skuodo rajono savivaldybė Lenkimų seniūnija Juodeikių,2453,5,,
Romualda Bridikienė,Skuodo rajono savivaldybė Lenkimų seniūnija Sriauptų,2454,5,,
Janina Dabrickienė,Skuodo rajono savivaldybė Lenkimų seniūnija Žemytės,2455,5,,
Adelė Almutė Beniušienė,Skuodo rajono savivaldybė Mosėdžio seniūnija Šauklių,2456,5,,
Inga Šorytė,Skuodo rajono savivaldybė Mosėdžio seniūnija Šatraminių,2457,5,ingute.soryte@gmail.com,
Diana Stanienė,Skuodo rajono savivaldybė Mosėdžio seniūnija Krakių,2458,5,,
Bronė Laureckienė,Skuodo rajono savivaldybė Mosėdžio seniūnija Udralių,2459,5,mamabrone@gmail.com,
Sonata Kinčienė,Skuodo rajono savivaldybė Mosėdžio seniūnija Liepų,2460,5,,
Narsutis Drevinskas,Skuodo rajono savivaldybė Mosėdžio seniūnija Kęstučio,2461,5,,
Alfredas Domarkas,Skuodo rajono savivaldybė Mosėdžio seniūnija Muziejaus,2462,5,,
Vida Narkuvienė,Skuodo rajono savivaldybė Mosėdžio seniūnija Šilalės,2463,5,,
Vida Mimgaudienė,Skuodo rajono savivaldybė Notėnų seniūnija Notėnų,2464,5,,
Ina Pronskuvienė,Skuodo rajono savivaldybė Notėnų seniūnija Šliktinės,2465,5,pronskuviene@gmail.com,
Antanina Urbonienė,Skuodo rajono savivaldybė Notėnų seniūnija Vindeikių,2466,5,Vindeikiai@gmail.com,
Rita Daržinskienė,Skuodo rajono savivaldybė Skuodo seniūnija Daukšių,2467,5,,
Genovaitė Baužienė,Skuodo rajono savivaldybė Skuodo seniūnija Puodkalių,2468,5,,
Renata Sadauskienė,Skuodo rajono savivaldybė Skuodo seniūnija Luknių,2469,5,renatele29@gmail.com,
Jurita Januškienė,Skuodo rajono savivaldybė Skuodo seniūnija Narvydžių,2470,5,,
Rimantas Urniežis,Skuodo rajono savivaldybė Skuodo seniūnija Didžiųjų Rūšupių,2471,5,rimantas1@takas.lt,
Antanas Gedgaudas,Skuodo rajono savivaldybė Skuodo seniūnija Mažųjų Rūšupių,2472,5,antanas.gedgaudas@satela.lt,
Ona Malūkienė,Skuodo rajono savivaldybė Skuodo miesto seniūnija Šiaurės,2473,5,malona6@gmail.com,
Rita Rubinienė,Skuodo rajono savivaldybė Skuodo miesto seniūnija Pietų,2474,5,,
Linas Mitkus,Skuodo rajono savivaldybė Skuodo miesto seniūnija Vakarų,2475,5,linciam@gmail.com,
Reda Ložienė,Skuodo rajono savivaldybė Šačių seniūnija Šačių,2476,5,loz.reda@gmail.com,
Vilija Jonkuvienė,Skuodo rajono savivaldybė Šačių seniūnija Rukų,2477,5,vilijajonk@gmail.com,
Vidmantas Štaškus,Skuodo rajono savivaldybė Šačių seniūnija Vabalių,2478,5,,
Antanas Jakučinskas,Skuodo rajono savivaldybė Šačių seniūnija Erslos,2479,5,ajakucinskas@gmail.com,
Marytė Pupkevičienė,Švenčionių rajono savivaldybė Adutiškio seniūnija Naujasalio,2480,5,,
Diana Rumbutienė,Švenčionių rajono savivaldybė Adutiškio seniūnija Ąžuolo,2481,5,,
Albinas Meldžiukas,Švenčionių rajono savivaldybė Adutiškio seniūnija Lazdinių,2482,5,,
Aldona Burokaitė,Švenčionių rajono savivaldybė Adutiškio seniūnija Jakelių,2483,5,,
Daiva Burokienė,Švenčionių rajono savivaldybė Adutiškio seniūnija Svylionių,2484,5,,
Danutė Balčiūnienė,Švenčionių rajono savivaldybė Cirkliškio seniūnija Cirkliškio I,2485,5,,
Vasilij Prokofjev,Švenčionių rajono savivaldybė Cirkliškio seniūnija Cirkliškio II,2486,5,,
Genrikas Jasiulionis,Švenčionių rajono savivaldybė Cirkliškio seniūnija Mėžionių,2487,5,,
Janina Tarlovskaja,Švenčionių rajono savivaldybė Cirkliškio seniūnija Merlino,2488,5,,
Bronius Šiavdinis,Švenčionių rajono savivaldybė Cirkliškio seniūnija Vaiškūnų,2489,5,,
Kęstutis Lisauskas,Švenčionių rajono savivaldybė Kaltanėnų seniūnija Šakališkės,2490,5,,
Regina Baroniūnienė,Švenčionių rajono savivaldybė Kaltanėnų seniūnija Kaltanėnų,2491,5,,
Inga Gruškienė,Švenčionių rajono savivaldybė Kaltanėnų seniūnija Kuklių,2492,5,,
Gražina Jauniškienė,Švenčionių rajono savivaldybė Labanoro seniūnija I Labanoro,2493,5,,
Elena Grašienė,Švenčionių rajono savivaldybė Labanoro seniūnija II Januliškio,2494,5,,
Daina Malčanovienė,Švenčionių rajono savivaldybė Labanoro seniūnija III Lakajos,2495,5,,
Nijolė Paukštienė,Švenčionių rajono savivaldybė Magūnų seniūnija Magūnų,2496,5,,
Andrej Pšednij,Švenčionių rajono savivaldybė Magūnų seniūnija Čerėnų,2497,5,,
Leonarda Ravdo,Švenčionių rajono savivaldybė Magūnų seniūnija Andriukėnų,2498,5,,
Liucyna Jodik,Švenčionių rajono savivaldybė Magūnų seniūnija Prienų,2499,5,,
Algirdas-Vladas Laukevičius,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 1-oji,2500,5,,
Janina Vitkevič,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 2-oji,2501,5,,
Teresa Kumišča,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 3-oji,2502,5,,
Regina Mateikienė,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 4-oji,2503,5,,
Vaclovas Jasudas,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 5-oji,2504,5,,
Maria Rakovskene,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 6-oji,2505,5,,
Joleta Veronika Dubauskienė,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 7-oji,2506,5,,
Rimantas Česnuitis,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 8-oji,2507,5,,
Ivan Šinkovskij,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 9-oji,2508,5,,
Giedrius Grincevičius,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 10-oji,2509,5,,
Krystyna Opryshko,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 11-oji,2510,5,,
Vladimir Gurjev,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 12-oji,2511,5,,
Ana Mickevič,Švenčionių rajono savivaldybė Pabradės miesto seniūnija 13-oji,2512,5,,
Svetlana Kozlova,Švenčionių rajono savivaldybė Pabradės seniūnija Baliulių,2513,5,,
Boleslav Kurnickij,Švenčionių rajono savivaldybė Pabradės seniūnija Gaspariškių,2514,5,,
Stefan Semaško,Švenčionių rajono savivaldybė Pabradės seniūnija Karkažiškės,2515,5,,
